Incident No.,Incident_Date,Site,Type,Brief Description,Maint_Count_1d_before,Maint_Count_3d_before,Maint_Count_7d_before,Maint_Count_14d_before,Maint_Count_30d_before,Maint_Count_60d_before,Maint_Count_90d_before,Maint_Count_1d_after,Maint_Count_3d_after,Maint_Count_7d_after,Maint_Count_14d_after,Maint_Count_30d_after,Maint_Count_60d_after,Maint_Count_90d_after
INC-1361263,2021-10-24,Cheyenne WY,Incident,around 2:15 am complex 1 loss power  consequently all the plant trip. ,0,35,89,172,352,718,1175,14,121,171,269,514,858,1275
INC-1361016,2021-10-21,Cheyenne WY,Hazard,Day crew ran short one operator ,54,89,121,183,399,762,1175,35,35,205,304,498,890,1282
INC-1360942,2021-10-20,Cheyenne WY,Hazard,CRew ran short one operator,29,54,95,165,392,727,1151,54,54,175,285,517,869,1297
INC-1360940,2021-10-20,Cheyenne WY,Hazard,C-Crew ran short in Utility position.,29,54,95,165,392,727,1151,54,54,175,285,517,869,1297
INC-1360892,2021-10-13,Cheyenne WY,Incident,AirGas R-Grade Ammonia truck hit the large-scale barrier arm causing damage to the barrier arm.,23,51,79,192,396,716,1202,41,41,95,251,487,834,1262
INC-1360889,2021-10-19,Cheyenne WY,Incident,NH3 vapor leak on Vaporizer,35,35,90,153,373,708,1146,29,64,138,293,527,879,1272
INC-1360874,2021-10-17,Cheyenne WY,Near Miss,"While operating the plant at normal rates, the Hoffman compressor tripped",0,32,83,165,339,716,1201,25,54,89,260,500,904,1273
INC-1360871,2021-10-15,Cheyenne WY,Incident,"3"" threaded plug near tank discharge line is leaking. ",32,55,83,165,383,748,1201,0,25,89,260,446,866,1272
INC-1360868,2021-10-15,Cheyenne WY,Incident,Product seal leak on emulsion blender,32,55,83,165,383,748,1201,0,25,89,260,446,866,1272
INC-1360581,2021-10-14,Cheyenne WY (DNTI),Incident,Minor Incident-Driver was parked at truck stop in last parking space near the fuel island. Another truck came through the parking lot the wrong direction and attempted to turn around to get fuel and his DNTI trailer with their trailer.,41,83,94,210,390,748,1203,32,32,121,291,478,883,1273
INC-1360578,2021-10-12,Cheyenne WY (DNTI),Incident,Low speed minor incident-Driver traveling NB I-25 in icy/snowy conditions didn't see road closed signs. When he seen drop arms he slowed but wasn't able to stop and struck the drop arms damaging one of the arms.,42,42,77,192,387,707,1200,23,55,90,218,501,848,1271
INC-1360574,2021-10-12,Cheyenne WY,Incident,Line #1 ANSOL recirc line broke where pipe enters top of T-201,42,42,77,192,387,707,1200,23,55,90,218,501,848,1271
INC-1360428,2021-10-13,Cheyenne WY,Near Miss,PH probe failed.,23,51,79,192,396,716,1202,41,41,95,251,487,834,1262
INC-1360364,2021-10-13,Cheyenne WY,Incident,operator was taking His samples to the lab when the truck slid and hit a metal pole dameging the front headlight due to the road was cover on ice.,23,51,79,192,396,716,1202,41,41,95,251,487,834,1262
INC-1360120,2021-10-06,Cheyenne WY,Incident,Shuttle wagon has a small oil seep around the filter housing.,24,71,130,201,412,803,1215,28,28,79,165,469,801,1270
INC-1360015,2021-10-08,Cheyenne WY,Incident,Primary Evaporator Process valve leaking,11,35,82,180,381,814,1191,0,28,83,172,441,853,1276
INC-1359981,2021-10-08,Cheyenne WY,Hazard,Breaker vibrating,11,35,82,180,381,814,1191,0,28,83,172,441,853,1276
INC-1359870,2021-10-07,Cheyenne WY,Incident,The North UAN Tank Started Leaking around the Base of the Tank. ,28,82,127,206,409,814,1191,11,11,94,183,452,857,1267
INC-1359763,2021-09-05,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,0,12,81,167,391,809,1267,14,70,78,168,395,864,1196
INC-1359759,2021-09-14,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,45,45,109,151,365,820,1228,13,52,95,166,390,836,1241
INC-1359745,2021-09-28,Cheyenne WY,Near Miss,Three process safety near misses occurred within a few weeks' time span which were failures of the site's Management of Change work process. ,38,39,86,166,363,737,1151,23,68,122,192,492,838,1261
INC-1359671,2021-09-26,Cheyenne WY,Incident,The North Reflux pump (P-131A) starting to leak.,1,27,76,166,325,761,1219,29,52,97,179,425,866,1209
INC-1359666,2021-09-30,Cheyenne WY,Incident,West rod of the prism scrubber pump is leaking,59,97,124,212,369,796,1185,45,45,127,210,470,889,1283
INC-1359665,2021-09-29,Cheyenne WY,Incident,BFW pump seals on #2 side are leaking,23,52,85,173,377,751,1151,59,59,130,192,484,829,1259
INC-1359662,2021-09-29,Cheyenne WY,Incident,Packing on LV-100 leaking,23,52,85,173,377,751,1151,59,59,130,192,484,829,1259
INC-1359660,2021-09-28,Cheyenne WY,Incident,The #250 Steam Supply to the NH3 Auxiliary Evaporator has a cracked weld located on the anti-freeze line to the condensate return header. ,38,39,86,166,363,737,1151,23,68,122,192,492,838,1261
INC-1359659,2021-09-28,Cheyenne WY,Incident,Steam trap leak in the pipe rack East of the B-83 truck loading Rack,38,39,86,166,363,737,1151,23,68,122,192,492,838,1261
INC-1359658,2021-09-28,Cheyenne WY,Incident,Leaking bonnet gasket on the discharge block valve for P-104 cold loading pump.,38,39,86,166,363,737,1151,23,68,122,192,492,838,1261
INC-1359657,2021-09-28,Cheyenne WY,Incident,Gasket leak on #1 Aux Boiler manway,38,39,86,166,363,737,1151,23,68,122,192,492,838,1261
INC-1359656,2021-09-26,Cheyenne WY,Incident,UAN 32 East blending station pump seal leak,1,27,76,166,325,761,1219,29,52,97,179,425,866,1209
INC-1359581,2021-08-10,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,99,99,140,244,476,879,1336,54,66,98,185,386,731,1213
INC-1359577,2021-08-15,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,0,12,149,213,455,863,1317,27,42,75,161,365,748,1194
INC-1359564,2021-05-21,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,41,77,109,228,514,981,1428,0,58,89,184,383,846,1284
INC-1359563,2021-06-06,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,0,37,95,184,412,909,1336,39,59,96,199,458,876,1267
INC-1359562,2021-04-19,Cheyenne WY,External {Non-IPL},Confidential Injury/Illness,57,57,127,246,449,939,1374,76,113,149,279,549,973,1346
INC-1359127,2021-09-29,Cheyenne WY,Incident,"During normal operations, operator noticed seals on BFW turbine were leaking.",23,52,85,173,377,751,1151,59,59,130,192,484,829,1259
INC-1359000,2021-09-22,Cheyenne WY,Incident,Minor leaks on MDEA cleaning skid.,21,49,94,175,384,797,1220,32,33,85,201,384,847,1240
INC-1358998,2021-09-21,Cheyenne WY,Incident,Steam leak on PCV 6,43,43,95,197,378,791,1220,21,47,86,199,399,862,1254
INC-1358996,2021-09-20,Cheyenne WY,Incident,The PSV for the pump at Disposal Well #3 has a slight leak to the ditch.,28,29,118,196,363,787,1218,43,75,105,220,392,890,1242
INC-1358993,2021-09-21,Cheyenne WY,Incident,Suction block valve on BFW pump 301B is leaking at packing,43,43,95,197,378,791,1220,21,47,86,199,399,862,1254
INC-1358418,2021-09-20,Cheyenne WY,Hazard,Senior operator at Urea called in for shift and could not get coverage for shift.,28,29,118,196,363,787,1218,43,75,105,220,392,890,1242
INC-1358199,2021-09-18,Cheyenne WY,Incident,pin hole leak on the top of the semi lean pump suction line about 4inches from the flange,1,45,90,168,368,784,1236,0,43,76,173,363,862,1242
INC-1358198,2021-09-14,Cheyenne WY,Incident,Pinhole leak on condensate return line block valve ,45,45,109,151,365,820,1228,13,52,95,166,390,836,1241
INC-1358179,2021-09-21,Cheyenne WY,Near Miss,Remelt mixer not mixing.,43,43,95,197,378,791,1220,21,47,86,199,399,862,1254
INC-1357683,2021-09-15,Cheyenne WY,Near Miss,Gardner Denver tripped down,13,51,87,147,371,824,1220,44,45,94,173,383,829,1249
INC-1357505,2021-09-11,Cheyenne WY,Incident,UAN transfer line leak next to water world,0,36,78,159,332,826,1249,0,45,90,166,373,848,1221
INC-1357429,2021-09-13,Cheyenne WY,Near Miss,assist spring broke on gangway rack.,38,38,116,197,358,844,1233,45,89,118,195,396,874,1221
INC-1357395,2021-09-07,Cheyenne WY,Incident,Piping leak on the boiler blow down tank T-105,42,42,70,177,433,810,1265,56,64,109,197,409,850,1255
INC-1357394,2021-09-03,Cheyenne WY,Incident,Packing leak on LV-307,12,28,81,167,420,844,1267,0,14,78,168,341,824,1196
INC-1357393,2021-09-09,Cheyenne WY,Incident,East UAN transfer line leak,36,78,90,187,386,846,1249,8,8,97,173,353,835,1209
INC-1357392,2021-09-03,Cheyenne WY,Incident,B - AT pump seals leaking,12,28,81,167,420,844,1267,0,14,78,168,341,824,1196
INC-1357377,2021-08-30,Cheyenne WY,Incident,50# steam line leak at RCC,53,53,139,214,427,827,1315,63,81,95,197,377,847,1192
INC-1357376,2021-08-31,Cheyenne WY,Incident,Plastic union broke on discharge line of P1450  at waterworld,63,63,117,197,437,826,1304,16,28,70,151,369,794,1213
INC-1357375,2021-08-31,Cheyenne WY,Incident,Waldon hydraulic hose leak,63,63,117,197,437,826,1304,16,28,70,151,369,794,1213
INC-1357168,2021-09-09,Cheyenne WY (DNTI),Incident,Low speed minor incident-Driver was backing out from under emulsion silos and passenger side fender/hood of truck struck a pylon and knocked it over.,36,78,90,187,386,846,1249,8,8,97,173,353,835,1209
INC-1357154,2021-09-10,Cheyenne WY,Incident,The LoDAN #1 Plant Tripped on High Temp. Operations Restarted LoDAN #1 and Then Shut Down Due to the Siphone Tube Rubbed through the Temp. Thermal Well for the Neutralizer Leaking Product out of the Temp. Probe.,8,64,78,159,370,846,1249,0,38,90,165,345,835,1220
INC-1357136,2021-09-09,Cheyenne WY (DNTI),Incident,Low speed minor incident-DNTI truck making a left hand turn after oncoming traffic passed. Oncoming traffic stopped and left rear of pup struck left rear of other vehicle. No injuries. ,36,78,90,187,386,846,1249,8,8,97,173,353,835,1209
INC-1357049,2021-09-09,Cheyenne WY,Hazard,"During normal operation, outside operator was on rounds when he noticed belts on #1 Disposal Well were broke.",36,78,90,187,386,846,1249,8,8,97,173,353,835,1209
INC-1357048,2021-09-09,Cheyenne WY,Incident,During a transfer from our East UAN tank to #4  a leak in the solution line was observed.,36,78,90,187,386,846,1249,8,8,97,173,353,835,1209
INC-1356803,2021-09-04,Cheyenne WY,Incident,Operator was Transferring AT From LoDAN #1 Storage to LoDAN #1 AT Day Tank and forgot he was transferring AT and Spilled 11% of the Tank in the Ditch. ,0,18,81,167,401,829,1267,0,42,78,168,388,826,1196
INC-1356799,2021-08-30,Cheyenne WY,Incident,South Cooper lubrication line leak,53,53,139,214,427,827,1315,63,81,95,197,377,847,1192
INC-1356798,2021-09-01,Cheyenne WY,Near Miss,E-302 Tube Leak,16,69,111,198,442,832,1292,18,18,88,147,359,784,1206
INC-1356729,2021-09-06,Cheyenne WY,Incident,We Lost the LoDAN #1 Temp. Thermal Wells Due to Rubbing on the Siphon Tube Tripping the LoDAN #1 Plant down and Damaged the Probes. ,14,14,95,181,405,817,1242,42,78,116,196,412,864,1196
INC-1356673,2021-09-05,Cheyenne WY,Incident,Oil leak on air compressor,0,12,81,167,391,809,1267,14,70,78,168,395,864,1196
INC-1356649,2021-09-03,Cheyenne WY,Incident,Duriing normal operations the Instrument air compressor  Gardener Denver trip due to a small tube broke on the load/offload valve causing to spill the oil in the containment area.,12,28,81,167,420,844,1267,0,14,78,168,341,824,1196
INC-1356238,2021-08-27,Cheyenne WY,Incident,Prism scrubber pump - west rod leaking at the manifold,28,54,86,161,436,894,1281,0,53,81,159,325,750,1191
INC-1356234,2021-08-27,Cheyenne WY,Near Miss,Condensate leak behind C1 control room in the pipe rack.,28,54,86,161,436,894,1281,0,53,81,159,325,750,1191
INC-1356233,2021-08-24,Cheyenne WY,Incident,Sodium Thiocyanate pump discharge line leak,44,44,92,185,457,852,1263,26,54,117,177,378,730,1223
INC-1356231,2021-08-24,Cheyenne WY,Incident,D-Tank acid pump (P-501B) seals leaking.,44,44,92,185,457,852,1263,26,54,117,177,378,730,1223
INC-1356230,2021-08-23,Cheyenne WY,Incident,Steam Pressure Switch for the #1 Aux Boiler has a leaking gasket.,32,32,107,256,445,868,1258,44,86,139,181,384,762,1225
INC-1356228,2021-08-23,Cheyenne WY,Incident,P-1450 in waterworld leaking due to cracked flange,32,32,107,256,445,868,1258,44,86,139,181,384,762,1225
INC-1356017,2021-08-23,Cheyenne WY,Incident,Small leak on the block valve and nipple on the West end of the South NH3 Overhead Condenser,32,32,107,256,445,868,1258,44,86,139,181,384,762,1225
INC-1356015,2021-08-22,Cheyenne WY,Incident,Outside pressure transmitter for SCB recirc is leaking,0,33,75,224,413,842,1284,32,58,86,167,378,762,1225
INC-1355687,2021-08-26,Cheyenne WY,Hazard,Bad starter in breaker box in MCC,42,86,119,173,455,894,1281,28,28,109,187,353,718,1218
INC-1355229,2021-08-17,Cheyenne WY,Incident,Pin hole leak on the sump pump transfer line in LoDAN #2,32,32,98,222,485,858,1295,15,48,92,197,382,721,1216
INC-1355227,2021-08-17,Cheyenne WY,Incident,D-fan tripped and is losing oil,32,32,98,222,485,858,1295,15,48,92,197,382,721,1216
INC-1355226,2021-08-17,Cheyenne WY,Incident,North Cooper #2 Power Cylinder valve leaking oil ,32,32,98,222,485,858,1295,15,48,92,197,382,721,1216
INC-1354831,2021-08-19,Cheyenne WY,Near Miss,#! Aux boiler has flame escaping firebox,43,75,87,234,449,901,1284,33,33,119,200,368,731,1230
INC-1354696,2021-08-10,Cheyenne WY,Incident,Leaking gasket on B Softener,99,99,140,244,476,879,1336,54,66,98,185,386,731,1213
INC-1354694,2021-08-07,Cheyenne WY,Incident,C-01 4th stage East and West packing developed a leak,0,29,64,189,412,837,1287,0,99,149,224,405,803,1255
INC-1354693,2021-08-16,Cheyenne WY,Incident,Pinhole leak discovered on the line from 603 to the DA tank at the elbow.,27,27,176,239,480,876,1313,32,75,107,214,371,748,1194
INC-1354690,2021-08-13,Cheyenne WY,Incident,North Bullseye on the Cone to the Gauze is Leaking.,12,66,149,213,493,929,1317,0,27,75,161,320,707,1194
INC-1354687,2021-08-10,Cheyenne WY,Incident,Flange leak on line from #3 Acid absorber tower tower to D-tank,99,99,140,244,476,879,1336,54,66,98,185,386,731,1213
INC-1354682,2021-08-08,Cheyenne WY,Incident,930 Loader Brake Line Leak,0,10,64,189,377,832,1287,83,137,149,224,433,814,1255
INC-1354681,2021-08-09,Cheyenne WY,Incident, Pinhole Leak on the Condensate Return Line from #3 Acid to LoDAN #1,83,83,146,272,460,900,1328,99,149,176,256,461,814,1255
INC-1354370,2021-08-13,Cheyenne WY,Incident,Bearing grease fire,12,66,149,213,493,929,1317,0,27,75,161,320,707,1194
INC-1354255,2021-08-12,Cheyenne WY,Incident,During Normal operation. the outside operator notice that the FIC-404 acid to the Lodan #1 was leaking acid.During the shutdown of the plant 418-C valve open creating a release,50,149,159,255,506,929,1318,12,12,87,173,332,705,1180
INC-1354049,2021-08-10,Cheyenne WY,Incident,"an operator had driven the pickup down by the DEF area and put it in park and put on the e-brake an got out of the truck, the truck started to roll backwards and the operator tried to get back in to stop the truck and fell down and hit his head.",99,99,140,244,476,879,1336,54,66,98,185,386,731,1213
INC-1353690,2021-08-06,Cheyenne WY,Near Miss,CO2 Driver slipped on gravel on roadway East of CO2 Truck Loading Area,10,41,64,189,418,876,1287,0,83,149,224,391,786,1255
INC-1353675,2021-08-06,Cheyenne WY,Near Miss,DeltaV continued to produce emulsion after desire batch weight was produced,10,41,64,189,418,876,1287,0,83,149,224,391,786,1255
INC-1353672,2021-08-04,Cheyenne WY,Incident,Operator noticed the line #1 recycle flush was running when he entered the control room to start his shift and he was first one into control room. Recycle flush was running all night.,31,54,116,204,443,866,1317,29,29,166,220,420,761,1244
INC-1353667,2021-08-06,Cheyenne WY,Near Miss,DeltaV changed batch size from what operator had entered when creating the batch,10,41,64,189,418,876,1287,0,83,149,224,391,786,1255
INC-1353555,2021-08-03,Cheyenne WY,Near Miss,While removing loading spout out of 83% ANSOL railcar an opertor slipped while entering the ramp and leg went between safety ramp and railcar. ,34,35,116,196,424,847,1323,31,41,140,222,432,773,1252
INC-1353411,2021-07-28,Cheyenne WY,Incident,SCB 3rd stage syn discharge valve cap leaking,39,83,108,238,478,865,1342,62,62,116,263,436,761,1186
INC-1353410,2021-07-26,Cheyenne WY,Incident,A-Carb Pump leaking gasket,44,44,159,232,439,840,1356,63,125,148,272,471,823,1175
INC-1353409,2021-07-14,Cheyenne WY,Incident,Potable water leak on supply line to the Engineering Building,20,40,81,141,443,831,1347,38,40,144,238,493,813,1200
INC-1353387,2021-08-02,Cheyenne WY,Incident,DNTI tanker loading 1.5 emulsion was overfilled. Approx 150 lbs of emulsion spilled out of tanker into tanker crows nest. No emulsion reached the ground,23,23,148,263,412,872,1330,34,63,146,239,442,795,1220
INC-1353136,2021-07-30,Cheyenne WY,Incident,Acid leak on line,42,81,125,242,414,907,1347,0,23,64,213,374,737,1220
INC-1352801,2021-07-27,Cheyenne WY,Incident,"There was a wire that grounded out on the cooling water booster pump causing us to lose the BDC, Litwin, Urea boiler, and the fin fans. ",63,63,99,231,458,845,1344,39,81,116,244,455,780,1145
INC-1352799,2021-07-21,Cheyenne WY,Incident,Pinhole leak on at the steam out line to the 2nd evaporator,25,104,144,218,477,860,1363,25,25,108,204,438,773,1146
INC-1352789,2021-07-20,Cheyenne WY,Incident,Packing leak on 6 in. block valve on the cooper chiller process side.,90,90,143,224,463,846,1360,25,36,99,196,449,784,1147
INC-1352785,2021-07-19,Cheyenne WY,Incident,Rod packing leak on DW #2,79,81,152,228,452,876,1368,90,115,159,263,495,863,1201
INC-1352783,2021-07-25,Cheyenne WY,Incident,Underground water leak at the North West corner of the JFP pumphouse,0,11,115,188,395,806,1348,44,83,126,189,457,823,1175
INC-1352782,2021-07-15,Cheyenne WY,Incident,Ammonia Cooling Tower Pump Seal Leak,38,71,106,158,420,862,1344,33,33,148,273,486,844,1202
INC-1352616,2021-07-26,Cheyenne WY,Incident,Leaking level sight glass,44,44,159,232,439,840,1356,63,125,148,272,471,823,1175
INC-1351944,2021-07-22,Cheyenne WY,Incident,Steam was noticed coming from underneath insulation on a #50 Steam Line. Tin and Insulation was removed to reveal a split in the line.,25,115,148,223,442,871,1348,11,11,136,200,424,787,1151
INC-1351814,2021-07-19,Cheyenne WY,Incident,Condensate leak from the piping coming from the knock out pot going to the clean condensate tank S-502,79,81,152,228,452,876,1368,90,115,159,263,495,863,1201
INC-1351812,2021-07-19,Cheyenne WY,Incident,Valve leaking from the bonnet on the NH3 Auxiliary Evaporator (E-15) condensate return line.,79,81,152,228,452,876,1368,90,115,159,263,495,863,1201
INC-1351809,2021-07-17,Cheyenne WY,Incident,Pump seal leak on the G-6 Condensate tank pump J-2A,2,40,73,149,396,833,1346,0,90,115,240,480,824,1201
INC-1351798,2021-07-17,Cheyenne WY,Incident,Leak on the elbow of the offload line to the AT prill additive tank.,2,40,73,149,396,833,1346,0,90,115,240,480,824,1201
INC-1351796,2021-07-19,Cheyenne WY,Incident,Seals on P-540A in the JFP were found to be leaking by to containment.,79,81,152,228,452,876,1368,90,115,159,263,495,863,1201
INC-1351754,2021-07-21,Cheyenne WY,Incident,Pinhole leak on line.,25,104,144,218,477,860,1363,25,25,108,204,438,773,1146
INC-1351085,2021-07-06,Cheyenne WY,Incident,Product seal in outlet side of blender is leaking ,35,35,79,213,458,870,1367,26,61,94,224,438,829,1217
INC-1351081,2021-07-08,Cheyenne WY,Incident,A leak was discovered on the sensing line to FT-1715,41,76,87,235,460,910,1343,35,35,106,223,412,817,1215
INC-1350671,2021-07-09,Cheyenne WY,Incident,"operator was doing his rounds in the #3 acid plant when he notice a nox cloud coming on E-7, there where multiple pin holes on the drain line. ",35,61,76,207,455,910,1343,0,20,73,188,377,810,1191
INC-1350560,2021-07-07,Cheyenne WY,Incident,Operator experienced right shoulder pain while performing routine work activities.,26,41,66,206,464,875,1357,41,41,81,218,418,809,1204
INC-1350518,2021-07-07,Cheyenne WY,Near Miss,While doing some maintenance work on the O2 sensor for the primary reformer communication was lost between I&E and the board operator. The O2 sensor was removed wile the positioner was in auto and the fd fan louvers went closed. ,26,41,66,206,464,875,1357,41,41,81,218,418,809,1204
INC-1350462,2021-07-08,Cheyenne WY,Near Miss,"After the Power Loss of #4 & LoDAN #2 Plants, We Started LoDAN #2 Plant up at 3 a.m. and while the Plant was Running We Lost the Nh3 Pressure Control Valve PIC-254 Resulting in Shutdown. ",41,76,87,235,460,910,1343,35,35,106,223,412,817,1215
INC-1350459,2021-07-08,Cheyenne WY,Near Miss,"The #4 Acid Plant and LoDAN #2 Plant Tripped at 7:00 p.m. on July 7, 2021 Due to Power Outage ",41,76,87,235,460,910,1343,35,35,106,223,412,817,1215
INC-1350139,2021-07-03,Cheyenne WY,Near Miss,"Operations had to Shutdown LoDAN #2 Plant to Troubleshoot the Nh3 Pressure Control Valve, Control Valve Failed During Normal Operations.  ",0,25,131,224,460,918,1386,0,35,76,149,412,832,1185
INC-1349932,2021-07-01,Cheyenne WY,Incident,Acid leak on check valve,25,131,159,247,499,956,1386,11,11,87,158,400,827,1151
INC-1349861,2021-06-30,Cheyenne WY,Incident,Tanker loading 1.5 emulsion was overfilled,33,120,154,250,507,947,1377,25,25,66,141,414,788,1151
INC-1349823,2021-06-24,Cheyenne WY,Incident,Operator tripped and fell,34,93,116,233,418,953,1354,28,28,159,235,423,868,1220
INC-1349799,2021-06-29,Cheyenne WY,Incident,Small leak on Acid storage tank,106,106,153,248,493,934,1396,33,44,79,153,433,807,1161
INC-1349739,2021-06-29,Cheyenne WY,Hazard,Display cable on DeltaV quads was bumped and screens went black and then DeltaV was not accessible to open back up on Operator Station,106,106,153,248,493,934,1396,33,44,79,153,433,807,1161
INC-1349728,2021-06-29,Cheyenne WY,Incident,Operator started emulsion flush and was then attending to other tasks. When he noticed on the camera system that line #1 funnel was over flowing.,106,106,153,248,493,934,1396,33,44,79,153,433,807,1161
INC-1349726,2021-06-29,Cheyenne WY,Incident,DNTI was loading 1.5 emulsion in the back trailer at barricade and tanker was over filled,106,106,153,248,493,934,1396,33,44,79,153,433,807,1161
INC-1349589,2021-06-28,Cheyenne WY,Near Miss,Hi vibration trip on Prill tower fan.,87,87,180,283,474,951,1394,106,131,146,227,478,894,1219
INC-1349338,2021-06-25,Cheyenne WY,Near Miss,"During normal operations, flow on P-150B dropped off. Operations noticed no pump pressure and that pump was hot.",28,47,93,196,411,953,1353,0,87,131,207,395,852,1218
INC-1349274,2021-06-24,Cheyenne WY,Incident,"Contractor Injured - Small puncture wound to right upper arm, halfway between armpit and elbow.",34,93,116,233,418,953,1354,28,28,159,235,423,868,1220
INC-1349158,2021-06-16,Cheyenne WY,Incident,Pinhole leak on vent pipe from west AN filter pot,26,80,132,231,468,950,1378,37,37,102,250,410,863,1228
INC-1348893,2021-06-19,Cheyenne WY,Near Miss,"at 11:23 the frick compressors tripped down on liquid level in the suction knock outs, and we did get some liquid to the flare stack.",0,37,103,199,424,916,1364,0,59,93,224,452,868,1236
INC-1348882,2021-06-20,Cheyenne WY,Near Miss,Tripped flows to Neutralizer in #2 LoDAN,0,23,103,199,383,897,1364,46,65,93,224,463,901,1236
INC-1348837,2021-06-19,Cheyenne WY,Near Miss,Hose caught in Rotary air lock,0,37,103,199,424,916,1364,0,59,93,224,452,868,1236
INC-1348755,2021-06-17,Cheyenne WY,Incident,"at 22:35 the NCB tripped down, first out was vibration.",37,103,140,236,460,973,1366,23,23,116,247,396,876,1220
INC-1348674,2021-06-17,Cheyenne WY,Incident,During rounds operator noticed slight leak on South Cooper 3rd stage syn exchanger.,37,103,140,236,460,973,1366,23,23,116,247,396,876,1220
INC-1348435,2021-06-10,Cheyenne WY,Incident, Needle valve on secondary separator (V-107A) is leaking,52,96,133,205,465,940,1330,37,37,140,233,440,900,1278
INC-1348429,2021-06-09,Cheyenne WY,Incident,Ditch East of ST-101 overflowed into the JFP pumphouse during rain storm.,20,59,114,178,470,903,1332,52,52,132,220,455,832,1265
INC-1348088,2021-06-11,Cheyenne WY,Incident,Both Coopers tripped while troubleshooting level switch issues.,37,57,96,191,457,940,1330,0,54,103,196,403,879,1249
INC-1347895,2021-06-09,Cheyenne WY,Incident,Small leak identified on the #1 LoDAN Neutralizer,20,59,114,178,470,903,1332,52,52,132,220,455,832,1265
INC-1347892,2021-06-09,Cheyenne WY,Near Miss,"Operations attempted to produce QR682U and DeltaV would not allow emulsion production to start, would not proceed past solution recirc process",20,59,114,178,470,903,1332,52,52,132,220,455,832,1265
INC-1347845,2021-06-09,Cheyenne WY,Near Miss,"During rain storm Treated water pump P-702A tripped and arced out, other Treated water pump would not start.",20,59,114,178,470,903,1332,52,52,132,220,455,832,1265
INC-1347634,2021-06-07,Cheyenne WY,Near Miss,"DCS Operator inputs desired batch weight for 1.5 truck loading and once they start ANSOL recirc to start blending, DeltaV shows a different weight that will be produced.",39,39,134,223,450,932,1347,44,96,150,245,464,876,1267
INC-1347336,2021-06-03,Cheyenne WY,Incident,LoDAN #1 Water Ammonia Separator (E-431)  drain valve vibrated loose and leaking.,55,95,109,225,495,963,1362,37,37,133,236,460,872,1292
INC-1347160,2021-05-24,Cheyenne WY,Incident,P-815 A NH3 booster pump seals leaking,58,58,166,285,535,979,1456,65,89,108,223,448,871,1284
INC-1347158,2021-05-29,Cheyenne WY,Incident,Drain line on suction line to Urea NH3 feed pump is leaking through,0,24,89,197,477,920,1397,0,40,95,191,474,865,1281
INC-1347157,2021-05-27,Cheyenne WY,Incident,Disposal Well #3 pump is leaking along the head gasket,24,89,130,237,530,966,1398,14,14,109,205,401,840,1267
INC-1347155,2021-05-26,Cheyenne WY,Incident,Tube leak on E-302 Condenser in Litwin,17,75,129,252,552,952,1434,24,24,82,178,411,806,1263
INC-1347154,2021-05-23,Cheyenne WY,Incident,West Lean stripper pump has a small leak around the seal.,0,41,108,227,477,944,1427,58,75,89,184,442,871,1284
INC-1347153,2021-05-22,Cheyenne WY,Incident,Small acid leak from the discharge valve on the East acid pump that supplies the #1 LoDAN Neutralizer,0,54,108,227,503,954,1428,0,65,89,184,429,860,1284
INC-1347152,2021-05-22,Cheyenne WY,Incident,There is a small leak/crack developing on a weld on the North steam supply to the Auxiliary Evaporator @ #3 Acid,0,54,108,227,503,954,1428,0,65,89,184,429,860,1284
INC-1347151,2021-05-17,Cheyenne WY,Incident,#2 BFW steam turbine seals are leaking,31,32,150,272,513,941,1448,54,108,166,216,468,864,1317
INC-1347149,2021-05-17,Cheyenne WY,Incident,The Quill for the cortrol line to #2 BFW system is leaking to containment. Correction 6/15: GE representative has stated that the additive that was leaking was the dispersant.,31,32,150,272,513,941,1448,54,108,166,216,468,864,1317
INC-1346606,2021-05-27,Cheyenne WY,Incident,Line 2 Rupture disk over pressured and ruptured,24,89,130,237,530,966,1398,14,14,109,205,401,840,1267
INC-1346106,2021-05-22,Cheyenne WY,Incident,Crack on steam supply,0,54,108,227,503,954,1428,0,65,89,184,429,860,1284
INC-1345982,2021-05-20,Cheyenne WY,Incident,"At 21:50 an operator was sticking the used oil tank by the coopers and when he lifted the lid, oil leaked out due to a high level. ",54,108,148,267,533,981,1429,41,41,130,225,424,876,1292
INC-1345911,2021-05-19,Cheyenne WY (DNTI),Incident,Minor Incident-DNTI was traveling westbound I-20 in Texas and a trailer tire tread separated from the tire. A piece of the rubber hit a following pickup's windshield and damaging it. No injuries.,36,67,136,251,549,941,1431,54,54,129,201,437,810,1295
INC-1345858,2021-05-13,Cheyenne WY,Incident,Flange on discharge line from pump P-202 has a minor leak,68,118,158,279,532,940,1426,40,40,148,237,428,851,1345
INC-1345857,2021-05-13,Cheyenne WY,Incident,Pump discharge line from P-204 has a minor leak,68,118,158,279,532,940,1426,40,40,148,237,428,851,1345
